APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Mgmt Contact Phone
2501003033,09/01/2015,Single Family,"13370 N LOS OLIVOS ST
LOS ANGELES, CA 91342",LOS ANGELES,CA,91342,7,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2501003034,17/02/2015,Single Family,"13366 N LOS OLIVOS ST
LOS ANGELES, CA 91342",LOS ANGELES,CA,91342,7,Statebridge Co,Amanda Hanson,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453
2509003115,09/01/2015,Single Family,"13130 N BROMONT AVE
LOS ANGELES, CA 91342",LOS ANGELES,CA,91342,7,"Deutsche Bank, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2513004015,10/07/2015,Single Family,"12840 N BROMONT AVE
LOS ANGELES, CA 91340",LOS ANGELES,CA,91340,7,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804 ,866-627-2256
2525003046,17/02/2015,Single Family,"12865 N FENTON AVE
LOS ANGELES, CA 91342
(34.303697, -118.414396)",LOS ANGELES,CA,91342,7,OneWest Bank,Leah Collins,800-468-1743,NULL,NULL,         ,NULL
2528014048,17/04/2015,Single Family,"10145 N BROMONT AVE
LOS ANGELES, CA 91352",LOS ANGELES,CA,91352,7,Nationstar Mortgage LLC,Dianna Perez,469-549-2432,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
7404021021,02/01/2015,Single Family,"1959 N LAKME AVE
LOS ANGELES, CA 90744",LOS ANGELES,CA,90744,15,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,NULL,NULL,         ,NULL
2681011023,21/08/2015,Single Family,"11142 N GOTHIC AVE
LOS ANGELES, CA 91344
(34.273304, -118.488736)",LOS ANGELES,CA,91344,12,FLS REALTY LLC,YEFIM SKYLAR,213-880-8325,NULL,NULL,         ,NULL
2530024014,06/01/2015,Single Family,"11421 N CLYBOURN AVE
LOS ANGELES, CA 91342",LOS ANGELES,CA,91342,7,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2532001014,16/01/2015,Single Family,"11634 N BROMONT AVE
LOS ANGELES, CA 91331",LOS ANGELES,CA,91331,7,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453
2532001033,13/04/2015,Single Family,"11610 N BROMONT AVE
LOS ANGELES, CA 91331",LOS ANGELES,CA,91331,7,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480
5101024006,23/02/2015,Single Family,"238 W 58TH ST
LOS ANGELES, CA 90037
(33.989748, -118.277415)",LOS ANGELES,CA,90037,9,FHL Financial,Jeff Prather,949-855-6110,NULL,NULL,         ,NULL
2533029088,08/01/2015,Single Family,"11380 N VILLA DEL SOL
LOS ANGELES, CA 91331",LOS ANGELES,CA,91331,7,"Citibank, N.A c/o Select Portfolio Servicing",NA NA,888-349-8694,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2533029111,14/07/2015,Single Family,"11375 N VILLA DEL SOL
LOS ANGELES, CA 91331",LOS ANGELES,CA,91331,7,Penny Mac Loan Service,Jennifer Gordon,818-878-8411,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606 ,714-559-7835
2551005009,29/01/2015,Single Family,"11444 N EBEY CANYON ROAD
LOS ANGELES, CA 91040",LOS ANGELES,CA,91040,7,Caliber Home Loans,Kandyce Hughes,214-874-4174,Bron Inc,Eric Moore,41951   Remington AVE 150 Temecula CA 92590 ,951-970-3899
2551020044,26/05/2015,Single Family,"8512 W TUJUNGA VALLEY ST
LOS ANGELES, CA 91040",LOS ANGELES,CA,91040,7,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2552048008,30/01/2015,Single Family,"7393 W PERIGORD CT
LOS ANGELES, CA 91042",LOS ANGELES,CA,91042,7,DOWNEY SAVINGS & LOAN,MELANIE MANALANSAN,949-798-6053,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780 ,626-453-0397
2571017053,24/02/2015,Single Family,"6415 W O'DONNELL LANE
LOS ANGELES, CA 91042",LOS ANGELES,CA,91042,7,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
2572032026,08/01/2015,Single Family,"7001 W ARAMA AVE
LOS ANGELES, CA 91042",LOS ANGELES,CA,91042,7,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2582040153,24/02/2015,Single Family,"16707 W NICKLAUS DR
LOS ANGELES, CA 91342",LOS ANGELES,CA,91342,7,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2582040156,28/07/2015,Single Family,"16707 W NICKLAUS DR
LOS ANGELES, CA 91342",LOS ANGELES,CA,91342,7,RUSHMORE LOAN MGMT SERVICES,ENRIQUE OROZCO,949-341-5601,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2626007007,09/01/2015,Single Family,"9710 N O'MELVENY AVE
LOS ANGELES, CA 91331",LOS ANGELES,CA,91331,7,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2629016004,06/01/2015,Single Family,"9100 N O'MELVENY AVE
LOS ANGELES, CA 91352",LOS ANGELES,CA,91352,6,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2633033007,15/01/2015,Single Family,"8462 N O'MELVENY AVE
LOS ANGELES, CA 91352",LOS ANGELES,CA,91352,6,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,NULL,NULL,         ,NULL
2634036027,03/09/2015,Single Family,"8769 N O'MELVENY AVE
LOS ANGELES, CA 91352",LOS ANGELES,CA,91352,6,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2644026066,06/01/2015,Single Family,"9605 N WOODMAN AVE
LOS ANGELES, CA 91402",LOS ANGELES,CA,91402,6,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453
2644027098,29/01/2015,Single Family,"9381 N WOODMAN AVE
LOS ANGELES, CA 91402",LOS ANGELES,CA,91402,6,"Wang Yang Enterprises, LLC",Jeremy Geng,951-534-8898,"Wang Yang Enterprises, LLC",Jeremy Geng,1960   Chicago AVE D20 Riverside CA 92507 ,951-534-8898
2644027157,25/02/2015,Single Family,"9391 N WOODMAN AVE
LOS ANGELES, CA 91402",LOS ANGELES,CA,91402,6,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2646008022,03/04/2015,Single Family,"10352 N O'MELVENY AVE
LOS ANGELES, CA 91331",LOS ANGELES,CA,91331,7,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2647009012,26/05/2015,Single Family,"14934 W MAYALL ST
LOS ANGELES, CA 91345
(34.253599, -118.45766)",LOS ANGELES,CA,91345,7,Fannie Mae,Gabrielle Sab,818-424-5045,NULL,NULL,         ,NULL
2654026050,23/12/2015,Single Family,"8333 N COLUMBUS AVE
LOS ANGELES, CA 91343",LOS ANGELES,CA,91343,6,"Wilmington Trust, NA, C/O Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
2654026081,14/01/2015,Single Family,"8435 N COLUMBUS AVE
LOS ANGELES, CA 91343",LOS ANGELES,CA,91343,6,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
2656005045,14/04/2015,Single Family,"9740 N SEPULVEDA BLVD
LOS ANGELES, CA 91343",LOS ANGELES,CA,91343,7,National Field Network,Erica Giorgiantonio,732-276-5563,Miles Preservation LLC,Adam Miles,27226   Via Industria   Temecula CA 92590 ,951-234-0673
2656005113,04/03/2015,Single Family,"9800 N SEPULVEDA BLVD
LOS ANGELES, CA 91343",LOS ANGELES,CA,91343,7,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2656005189,06/01/2015,Single Family,"9714 N SEPULVEDA BLVD
LOS ANGELES, CA 91343",LOS ANGELES,CA,91343,7,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2656005212,23/09/2015,Single Family,"9714 N SEPULVEDA BLVD
LOS ANGELES, CA 91343",LOS ANGELES,CA,91343,7,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2656010060,18/05/2015,Single Family,"9530 N SEPULVEDA BLVD
LOS ANGELES, CA 91343",LOS ANGELES,CA,91343,7,NationStar,Paula Acosta,972-315-8837,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
2656010065,06/01/2015,Single Family,"9530 N SEPULVEDA BLVD
LOS ANGELES, CA 91343",LOS ANGELES,CA,91343,7,Wells Fargo Bank c/o Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125 ,877-340-0060
2662012002,29/01/2015,Single Family,"11042 N HASKELL AVE
LOS ANGELES, CA 91344",LOS ANGELES,CA,91344,12,DOWNEY SAVINGS & LOAN,MELANIE MANALANSAN,949-798-6053,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780 ,626-453-0397
2662019015,20/08/2015,Single Family,"10902 N HASKELL AVE
LOS ANGELES, CA 91344",LOS ANGELES,CA,91344,12,Selene Finance,Amy West,713-587-9723,Bron Inc,Eric Moore,41951   Remington AVE 150 Temecula CA 92590 ,951-970-3899
2667014006,04/09/2015,Single Family,"11001 N HASKELL AVE
LOS ANGELES, CA 91344",LOS ANGELES,CA,91344,12,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2667015012,18/08/2015,Single Family,"10911 N HASKELL AVE
LOS ANGELES, CA 91344",LOS ANGELES,CA,91344,12,Solutionstar Field Services,Paula Acosta,888-456-0714,"Cyprexx Services, LLC",Property Registrations,525   Grand Regency BLVD  Brandon FL 33510 ,877-339-8202
2668014027,05/01/2015,Single Family,"10337 N HASKELL AVE
LOS ANGELES, CA 91344",LOS ANGELES,CA,91344,12,Bank of New York Mellon C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125 ,877-340-0060
2672007025,12/01/2015,Single Family,"8937 N HASKELL AVE
LOS ANGELES, CA 91343",LOS ANGELES,CA,91343,12,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804 ,866-627-2256
2672008044,14/01/2015,Single Family,"9062 N HASKELL AVE
LOS ANGELES, CA 91343",LOS ANGELES,CA,91343,12,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
2673011055,21/09/2015,Single Family,"8516 N HASKELL AVE
LOS ANGELES, CA 91343",LOS ANGELES,CA,91343,12,US Bank Home Mortgages,Patrick Bradfield,651-312-2411,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780 ,626-453-0397
2689005003,28/01/2015,Single Family,"16343 W SCHOENBORN ST
LOS ANGELES, CA 91343",LOS ANGELES,CA,91343,12,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,NULL,NULL,         ,NULL
2695018002,06/10/2015,Single Family,"17145 W DEVONSHIRE ST
LOS ANGELES, CA 91325",LOS ANGELES,CA,91325,12,bayview,Willie Walton,714-848-7920,Law Office of Les Zieve,Dawn Talavera,30   Corporate PARK 450 IRVINE CA 92606 ,714-580-8567
2715036003,28/10/2015,Single Family,"18025 W TRIBUNE ST
LOS ANGELES, CA 91344",LOS ANGELES,CA,91344,12,BAYVIEW LOAN SERVICING C/O PEAK FORECLOSURE,KELLI ESPINOZA,818-591-9237,NULL,NULL,         ,NULL
2723020184,12/01/2015,Single Family,"11400 W REDMESA DR
LOS ANGELES, CA 91311",LOS ANGELES,CA,91311,12,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
2723020215,19/10/2015,Single Family,"11401 W REDMESA DR
LOS ANGELES, CA 91311",LOS ANGELES,CA,91311,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2723023012,03/03/2015,Single Family,"22006 W SAGEBROOK ROAD
LOS ANGELES, CA 91311",LOS ANGELES,CA,91311,12,M&T BANK,JAMES KELLY,800-724-1633,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2723023012,11/06/2015,Single Family,"22006 W SAGEBROOK ROAD
LOS ANGELES, CA 91311",LOS ANGELES,CA,91311,12,M&T BANK,JAMES KELLY,800-724-1633,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2727022050,07/01/2015,Single Family,"22515 W SOUTH SUMMIT RIDGE CIR
LOS ANGELES, CA 91311",LOS ANGELES,CA,91311,12,"HSBC Bank USA, National Association c/o Select Portfolio Servicing",NA NA,888-349-8694,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2727022066,08/01/2015,Single Family,"22418 W NORTH SUMMIT RIDGE CIR
LOS ANGELES, CA 91311",LOS ANGELES,CA,91311,12,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453
2733002058,17/08/2015,Single Family,"10450 N ZELZAH AVE
LOS ANGELES, CA 91344",LOS ANGELES,CA,91344,12,PNC MORTGAGE PRESALE,JENNIFER SMITH,937-910-1887,MSI,PAUL MARES,3020   OAKFIELD CT 91709 CHINO HILLS CA 91709 ,909-597-7737
2741013019,09/01/2015,Single Family,"9949 N COMANCHE AVE
LOS ANGELES, CA 91311",LOS ANGELES,CA,91311,12,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
2747005042,23/03/2015,Single Family,"10217 N VARIEL AVE
LOS ANGELES, CA 91311",LOS ANGELES,CA,91311,12,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,800-852-8306
2747005062,17/08/2015,Single Family,"10217 N VARIEL AVE
LOS ANGELES, CA 91311",LOS ANGELES,CA,91311,12,Solutionstar Field Services,Paula Acosta,888-456-0714,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc. Mortgage Contracting Services, Inc.",6504   International Parkway PKWY 1500 Plano TX 75093 ,866-563-1100
2747013025,28/08/2015,Single Family,"10055 N VARIEL AVE
LOS ANGELES, CA 91311",LOS ANGELES,CA,91311,12,BAC HOME LOANS SERVICING,SAFEGUARD COMPLIANCE,800-852-8306,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2779006098,20/02/2015,Single Family,"8411 N DE SOTO AVE
LOS ANGELES, CA 93063",LOS ANGELES,CA,93063,3,Citigroup Mtg. Trust 2007-Fs1,Olympus Management,207-885-1200,RE/MAX Coast and Valley,Erik Sellfors,5775  E Los Angeles AVE 222 Simi Valley CA 93063 ,805-522-1113
2779009084,09/01/2015,Single Family,"20952 W SCHOENBORN ST
LOS ANGELES, CA 91304",LOS ANGELES,CA,91304,3,"MUFG Union Bank, N.A.",Glenn Schulte,858-457-6642,Safeguard Properties,Heidi Brodersen,445   S. Figueroa Street   Los Angeles CA 90071 ,858-457-6332
2779011034,29/01/2015,Single Family,"8538 N ETON AVE
LOS ANGELES, CA 93063",LOS ANGELES,CA,93063,3,DOWNEY SAVINGS & LOAN,MELANIE MANALANSAN,949-798-6053,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780 ,626-453-0397
2779045023,09/03/2015,Single Family,"21018 W RODAX ST
LOS ANGELES, CA 93063",LOS ANGELES,CA,93063,3,Solutionstar Field Services,Paula Acosta,888-456-0714,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc. Mortgage Contracting Services, Inc.",6504   INTERNATIONAL PKWY  PLANO TX 75093 ,813-387-1100
2780003100,08/01/2015,Single Family,"8564 N DE SOTO AVE
LOS ANGELES, CA 93063",LOS ANGELES,CA,93063,3,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2780023015,22/01/2015,Single Family,"20509 W SCHOENBORN ST
LOS ANGELES, CA 91306",LOS ANGELES,CA,91306,3,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2786016016,07/01/2015,Single Family,"18241 W SCHOENBORN ST
LOS ANGELES, CA 91325",LOS ANGELES,CA,91325,12,Selene Finance,Amy West,713-587-9723,Bron Inc,Eric Moore,41951   Remington AVE 150 Temecula CA 92590 ,951-970-3899
4005016020,12/01/2015,Single Family,"5911 S 5TH AVE
LOS ANGELES, CA 90043",LOS ANGELES,CA,90043,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
4005018003,08/01/2015,Single Family,"5818 S 5TH AVE
LOS ANGELES, CA 90043",LOS ANGELES,CA,90043,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
4007010020,06/01/2015,Single Family,"6330 S 8TH AVE
LOS ANGELES, CA 90043",LOS ANGELES,CA,90043,8,Wells Fargo Bank C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
4007018007,19/01/2015,Single Family,"6424 S 8TH AVE
LOS ANGELES, CA 90043",LOS ANGELES,CA,90043,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
4019004028,30/01/2015,Multi-Family,"4345 S BUCKLER AVE
LOS ANGELES, CA 90043",LOS ANGELES,CA,90043,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
4110001038,26/01/2015,Single Family,"6868 S ARIZONA AVE
LOS ANGELES, CA 90045",LOS ANGELES,CA,90045,11,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
4116006016,09/01/2015,Multi-Family,"6600 1/2 S VISTA DEL MAR ST
PLAYA DEL REY, CA 90293",PLAYA DEL REY,CA,90293,11,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
4211010078,17/07/2015,Vacant Residential,"12110 W BLUFF CREEK DR
LOS ANGELES, CA 90094",LOS ANGELES,CA,90094,11,USA Property Management,Coby Halavais,949-305-8901,NULL,NULL,         ,NULL
4211020139,02/02/2015,Single Family,"13080 W PACIFIC PROMENADE 1-85
LOS ANGELES, CA 90094",LOS ANGELES,CA,90094,11,The Bank of New York Mellon,Sandra Green-Murray,310-827-7802,Playa Marina Properties,Sandra Green-Murray,6601   Center Drive West  500 Los Angeles CA 90045 ,310-827-7802
4211021157,06/01/2015,Single Family,"13080 W PACIFIC PROMENADE 1-85
LOS ANGELES, CA 90094",LOS ANGELES,CA,90094,11,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Services,Property Registration Department Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728 ,800-468-1743
4211024016,15/01/2015,Single Family,"5720 S CELEDON CK
LOS ANGELES, CA 90094",LOS ANGELES,CA,90094,11,"Wells Fargo Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
4211026130,30/01/2015,Single Family,"13082 W WEST ICON CIR
LOS ANGELES, CA 90094",LOS ANGELES,CA,90094,11,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
4212008150,13/01/2015,Single Family,"13035 MINDANAO
LOS ANGELES, CA 92028",LOS ANGELES,CA,92028,11,Wells Fargo Bank C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
4218004046,06/01/2015,Single Family,"11837 W WAGNER ST
LOS ANGELES, CA 90230",LOS ANGELES,CA,90230,11,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
4225011032,10/06/2015,Multi-Family,"4007 OCEAN FRONT
LOS ANGELES, CA 90292",LOS ANGELES,CA,90292,11,Solutionstar Field Services,Paula Acosta,888-456-0714,Safeguard Properties,Code Compliance,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
4231021023,30/01/2015,Single Family,"4153 S CHASE ST
LOS ANGELES, CA 90066",LOS ANGELES,CA,90066,11,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
4265014100,24/08/2015,Single Family,"11920 W GOSHEN
LOS ANGELES, CA 90049",LOS ANGELES,CA,90049,11,"Colonial Savings, F.A.",Liz Croy,817-390-2071,Superior Field Services,Moti Shoham,5525   Morella AVE  Valley Village CA 91607 ,818-424-4732
4303005004,09/01/2015,Single Family,"1707 S PREUSS RD
LOS ANGELES, CA 90035",LOS ANGELES,CA,90035,5,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
4312002013,10/04/2015,Multi-Family,"1884 W HELMS ST 1-2
LOS ANGELES, CA 90034",LOS ANGELES,CA,90034,10,Select Portfolio Servicing,Code Violations,888-349-8964,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,800-852-8306
4329008043,22/01/2015,Single Family,"2391 N CENTURY
LOS ANGELES, CA 90067",LOS ANGELES,CA,90067,5,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
4356011019,29/01/2015,Single Family,"1355 N BEVERLY ESTATE DR
LOS ANGELES, CA 90210",LOS ANGELES,CA,90210,5,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
